Crse Lst,Crse Lst Descr,Eff Date,Crse Lst Effective Status,Crse Seq,Course ID,Subject,Catalog Nbr,description,WildCard,Wildcard Acad Group,Wildcard Subject,Wildcard Catalog,Valid Beg,Valid End,Term Code,Term Descr,Class Assoc,Topic ID,Req Designation,subject,course
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,430,40708,AAS,354,Music Race Identity,N,,,,,,1510.0,Fall 2004,0,0,,AA,AA 354
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,354,21467,AAS,355,Health African Wrlds,N,,,,,,1460.0,Fall 2003,0,0,,AA,AA 355
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,260,21467,AAS,355,Health African Wrlds,N,,,,,2004-04-21,1320.0,Winter 2001,0,0,,AA,AA 355
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,325,21467,AAS,355,Health African Wrlds,N,,,,,,1420.0,Winter 2003,0,0,,AA,AA 355
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,261,14987,AAS,358,Black World Studies,N,,,,,,1320.0,Winter 2001,2,0,,AA,AA 358
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,189,14987,AAS,358,Black World Studies,N,,,,,,1220.0,Winter 1999,3,0,,AA,AA 358
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,326,14987,AAS,358,Black World Studies,N,,,,,,1420.0,Winter 2003,5,0,,AA,AA 358
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,110,14987,AAS,358,Black World Studies,N,,,,,,1060.0,Fall 1997,1,0,,AA,AA 358
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,444,14987,AAS,358,Black World Studies,N,,,,,,1520.0,Winter 2005,7,0,,AA,AA 358
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,41,16421,AAS,457,Econ Blk Am,N,,,,1998-01-07,2002-04-17,,,0,0,,AA,AA 457
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,355,16421,AAS,457,Econ Blk Am,N,,,,,,1460.0,Fall 2003,0,0,,AA,AA 457
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,383,4611,AAS,458,Black World Issues,N,,,,,,1470.0,Winter 2004,0,0,,AA,AA 458
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,111,16614,AAS,470,Cultural Cinema,N,,,,,,1060.0,Fall 1997,1,0,,AA,AA 470
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,114,16614,AAS,470,Cultural Cinema,N,,,,,,1060.0,Fall 1997,1,0,,AA,AA 470
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,356,7891,AAS,486,Blk Media I,N,,,,,,1460.0,Fall 2003,0,0,,AA,AA 486
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,384,18301,AAS,487,Blk Media II,N,,,,,,1470.0,Winter 2004,0,0,,AA,AA 487
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,303,18871,ACABS,292,Sem in ACABS,N,,,,,,1410.0,Fall 2002,1,0,,ACAB,ACAB 292
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,434,19927,AMCULT,100,What is an American?,N,,,,,,1520.0,Winter 2005,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,304,19927,AMCULT,100,What is an American?,N,,,,,,1410.0,Fall 2002,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,254,19927,AMCULT,100,What is an American?,N,,,,,,1320.0,Winter 2001,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,224,19927,AMCULT,100,What is an American?,N,,,,,,1270.0,Winter 2000,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,101,19927,AMCULT,100,What is an American?,N,,,,,,1060.0,Fall 1997,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,346,19927,AMCULT,100,What is an American?,N,,,,,,1460.0,Fall 2003,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,183,19927,AMCULT,100,What is an American?,N,,,,,,1220.0,Winter 1999,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,270,19927,AMCULT,100,What is an American?,N,,,,,,1360.0,Fall 2001,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,399,19927,AMCULT,100,What is an American?,N,,,,,,1510.0,Fall 2004,0,0,,AMCUL,AMCUL 100
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,201,19230,AMCULT,102,First Year Sem,N,,,,,,1230.0,Spring 1999,0,0,,AMCUL,AMCUL 102
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,206,19230,AMCULT,102,First Year Sem,N,,,,,,1260.0,Fall 1999,0,0,,AMCUL,AMCUL 102
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,271,19230,AMCULT,102,First Year Sem,N,,,,,,1360.0,Fall 2001,0,0,,AMCUL,AMCUL 102
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,238,19230,AMCULT,102,First Year Sem,N,,,,,,1310.0,Fall 2000,0,0,,AMCUL,AMCUL 102
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,289,20185,AMCULT,103,Am Std Fy Sem,N,,,,,,1370.0,Winter 2002,2,0,,AMCUL,AMCUL 103
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,376,4618,AMCULT,201,American Value,N,,,,,,1470.0,Winter 2004,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,134,4618,AMCULT,201,American Value,N,,,,,,1070.0,Winter 1998,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,345,4618,AMCULT,201,American Value,N,,,,,,1430.0,Spring 2003,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,435,4618,AMCULT,201,American Value,N,,,,,,1520.0,Winter 2005,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,237,4618,AMCULT,201,American Value,N,,,,,,1280.0,Spring 2000,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,159,4618,AMCULT,201,American Value,N,,,,,,1210.0,Fall 1998,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,207,4618,AMCULT,201,American Value,N,,,,,,1260.0,Fall 1999,0,0,,AMCUL,AMCUL 201
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,461,18750,AMCULT,204,Am Cult Thms,N,,,,,,1550.0,Summer 2005,0,0,,AMCUL,AMCUL 204
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,184,17284,AMCULT,205,Amer Cultures,N,,,,,,1220.0,Winter 1999,0,0,,AMCUL,AMCUL 205
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,205,12858,AMCULT,210,Intr Eth Std,N,,,,,,1250.0,Summer 1999,1,0,,AMCUL,AMCUL 210
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,318,12858,AMCULT,210,Intr Eth Std,N,,,,,,1420.0,Winter 2003,0,0,,AMCUL,AMCUL 210
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,436,12858,AMCULT,210,Intr Eth Std,N,,,,,,1520.0,Winter 2005,0,0,,AMCUL,AMCUL 210
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,319,16616,AMCULT,211,Intr Eth Std,N,,,,,,1420.0,Winter 2003,0,0,,AMCUL,AMCUL 211
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,24,18524,AMCULT,212,Intro Lat Std,N,,,,1998-01-07,2001-04-17,,,0,0,,AMCUL,AMCUL 212
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,52,18524,AMCULT,212,Intro Lat Std,N,,,,2002-09-03,2003-04-16,,,0,0,,AMCUL,AMCUL 212
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,102,18525,AMCULT,213,Intro Latina/o Study,N,,,,,,1060.0,Fall 1997,0,0,,AMCUL,AMCUL 213
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,185,18525,AMCULT,213,Intro Latina/o Study,N,,,,,,1220.0,Winter 1999,0,0,,AMCUL,AMCUL 213
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,39,18525,AMCULT,213,Intro Latina/o Study,N,,,,2000-09-06,2002-04-17,,,0,0,,AMCUL,AMCUL 213
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,16,18526,AMCULT,214,Asian/Pacif Amer St,N,,,,1997-09-03,2000-12-13,,,0,0,,AMCUL,AMCUL 214
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,57,18526,AMCULT,214,Asian/Pacif Amer St,N,,,,2001-09-05,2003-12-10,,,0,0,,AMCUL,AMCUL 214
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,400,18526,AMCULT,214,Asian/Pacif Amer St,N,,,,,,1510.0,Fall 2004,1,0,,AMCUL,AMCUL 214
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,255,18527,AMCULT,215,As-Amer Stds,N,,,,,,1320.0,Winter 2001,1,0,,AMCUL,AMCUL 215
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,13,18527,AMCULT,215,As-Amer Stds,N,,,,1998-01-07,2000-04-14,,,0,0,,AMCUL,AMCUL 215
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,290,18527,AMCULT,215,As-Amer Stds,N,,,,,,1370.0,Winter 2002,0,0,,AMCUL,AMCUL 215
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,377,18529,AMCULT,217,Nat Amer Std,N,,,,,,1470.0,Winter 2004,0,0,,AMCUL,AMCUL 217
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,272,18529,AMCULT,217,Nat Amer Std,N,,,,,,1360.0,Fall 2001,0,0,,AMCUL,AMCUL 217
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,103,18529,AMCULT,217,Nat Amer Std,N,,,,,,1060.0,Fall 1997,1,0,,AMCUL,AMCUL 217
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,160,18529,AMCULT,217,Nat Amer Std,N,,,,,,1210.0,Fall 1998,1,0,,AMCUL,AMCUL 217
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,208,18529,AMCULT,217,Nat Amer Std,N,,,,,,1260.0,Fall 1999,1,0,,AMCUL,AMCUL 217
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,401,18529,AMCULT,217,Nat Amer Std,N,,,,,,1510.0,Fall 2004,0,0,,AMCUL,AMCUL 217
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,135,18155,AMCULT,224,Span Herit Lang,N,,,,,,1070.0,Winter 1998,0,0,,AMCUL,AMCUL 224
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,136,18751,AMCULT,243,U.S. Latinas,N,,,,,,1070.0,Winter 1998,0,0,,AMCUL,AMCUL 243
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,225,18751,AMCULT,243,U.S. Latinas,N,,,,,,1270.0,Winter 2000,0,0,,AMCUL,AMCUL 243
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,186,18751,AMCULT,243,U.S. Latinas,N,,,,,,1220.0,Winter 1999,0,0,,AMCUL,AMCUL 243
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,347,10532,AMCULT,301,Topics Amer Culture,N,,,,,,1460.0,Fall 2003,8,0,,AMCUL,AMCUL 301
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,187,10532,AMCULT,301,Topics Amer Culture,N,,,,,,1220.0,Winter 1999,3,0,,AMCUL,AMCUL 301
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,104,15878,AMCULT,304,Amer Immigration,N,,,,,,1060.0,Fall 1997,0,0,,AMCUL,AMCUL 304
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,75,15878,AMCULT,304,Amer Immigration,N,,,,2003-01-06,2005-04-19,,,0,0,,AMCUL,AMCUL 304
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,154,15878,AMCULT,304,Amer Immigration,N,,,,,,1080.0,Spring 1998,0,0,,AMCUL,AMCUL 304
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,161,20286,AMCULT,309,Comm Practice,N,,,,,,1080.0,Spring 1998,0,0,,AMCUL,AMCUL 309
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,209,20286,AMCULT,309,Comm Practice,N,,,,,,1260.0,Fall 1999,0,0,,AMCUL,AMCUL 309
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,273,20286,AMCULT,309,Comm Practice,N,,,,,,1360.0,Fall 2001,0,0,,AMCUL,AMCUL 309
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,256,14765,AMCULT,310,Ethnic Studies,N,,,,,,1320.0,Winter 2001,1,0,,AMCUL,AMCUL 310
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,305,14765,AMCULT,310,Ethnic Studies,N,,,,,,1410.0,Fall 2002,0,0,,AMCUL,AMCUL 310
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,105,14992,AMCULT,311,American Culture/HU,N,,,,,,1060.0,Fall 1997,2,0,,AMCUL,AMCUL 311
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,378,14992,AMCULT,311,American Culture/HU,N,,,,,,1470.0,Winter 2004,0,0,,AMCUL,AMCUL 311
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,333,18531,AMCULT,312,Hist Latinos In U.S.,N,,,,,,1420.0,Winter 2003,0,0,,AMCUL,AMCUL 312
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,360,18531,AMCULT,312,Hist Latinos In U.S.,N,,,,,,1460.0,Fall 2003,0,0,,AMCUL,AMCUL 312
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,28,18531,AMCULT,312,Hist Latinos In U.S.,N,,,,1998-01-07,2001-04-17,,,0,0,,AMCUL,AMCUL 312
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,320,18531,AMCULT,312,Hist Latinos In U.S.,N,,,,,,1420.0,Winter 2003,0,0,,AMCUL,AMCUL 312
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,348,18531,AMCULT,312,Hist Latinos In U.S.,N,,,,,,1460.0,Fall 2003,0,0,,AMCUL,AMCUL 312
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,25,18531,AMCULT,312,Hist Latinos In U.S.,N,,,,1998-01-07,2001-04-17,,,0,0,,AMCUL,AMCUL 312
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,162,21055,AMCULT,313,Cuba&its Diaspora,N,,,,,,1210.0,Fall 1998,0,0,,AMCUL,AMCUL 313
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,431,21055,AMCULT,313,Cuba&its Diaspora,N,,,,,,1510.0,Fall 2004,1,0,,AMCUL,AMCUL 313
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,106,18532,AMCULT,314,Asian Amer Hist,N,,,,,,1060.0,Fall 1997,0,0,,AMCUL,AMCUL 314
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,14,4681,AMCULT,316,Nat Am Peop N Amer,N,,,,1997-09-03,2000-04-14,,,0,0,,AMCUL,AMCUL 316
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,306,4681,AMCULT,316,Nat Am Peop N Amer,N,,,,,,1410.0,Fall 2002,1,0,,AMCUL,AMCUL 316
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,257,38583,AMCULT,318,Greek-American Cult,N,,,,,,1320.0,Winter 2001,0,0,,AMCUL,AMCUL 318
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,437,38583,AMCULT,318,Greek-American Cult,N,,,,,,1520.0,Winter 2005,0,0,,AMCUL,AMCUL 318
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,321,38583,AMCULT,318,Greek-American Cult,N,,,,,,1420.0,Winter 2003,0,0,,AMCUL,AMCUL 318
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,307,21128,AMCULT,319,Empowering Fam&Comm,N,,,,,,1410.0,Fall 2002,0,0,,AMCUL,AMCUL 319
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,438,21128,AMCULT,319,Empowering Fam&Comm,N,,,,,,1520.0,Winter 2005,0,0,,AMCUL,AMCUL 319
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,349,21128,AMCULT,319,Empowering Fam&Comm,N,,,,,,1460.0,Fall 2003,0,0,,AMCUL,AMCUL 319
4609,"Historical Race and Ethnicity through Summer 2005 (NO UPDATES TO THIS LIST); Transfer, Test, Other OFF",1997-09-03,A,163,18753,AMCULT,324,Asian-Am Lit,N,,,,,,1210.0,Fall 1998,1,0,,AMCUL,AMCUL 324
