Crse Lst,Crse Lst Descr,Eff Date,Crse Lst Effective Status,Crse Seq,Course ID,Subject,Catalog Nbr,description,WildCard,Wildcard Acad Group,Wildcard Subject,Wildcard Catalog,Valid Beg,Valid End,Term Code,Term Descr,Class Assoc,Topic ID,Req Designation,subject,course
3474,Second Language courses for Residential College,1901-01-01,A,47,7910,GREEK,488,Gospl John-Greek,N,,,,,,,,0,0,,GREE,GREE 488
3474,Second Language courses for Residential College,1901-01-01,A,48,7911,GREEK,489,Gospl Paul-Greek,N,,,,,,,,0,0,,GREE,GREE 489
3474,Second Language courses for Residential College,1901-01-01,A,49,22079,GREEKMOD,301,Inter Mod Greek I,N,,,,,,,,0,0,,GREEKMO,GREEKMO 301
3474,Second Language courses for Residential College,1901-01-01,A,50,22080,GREEKMOD,302,Inter Mod Greek II,N,,,,,,,,0,0,,GREEKMO,GREEKMO 302
3474,Second Language courses for Residential College,1901-01-01,A,51,39893,GREEKMOD,305,Inter Mod Gk Conv II,N,,,,,,,,0,0,,GREEKMO,GREEKMO 305
3474,Second Language courses for Residential College,1901-01-01,A,69,13311,HEBREW,202,IM Hebrew II,N,,,,,,,,0,0,,HEBRE,HEBRE 202
3474,Second Language courses for Residential College,1901-01-01,A,71,20021,ITALIAN,300,Adv Comp&Conv,N,,,,,,,,0,0,,ITALIA,ITALIA 300
3474,Second Language courses for Residential College,1901-01-01,A,86,39331,ITALIAN,305,Intro Italian Study,N,,,,,,,,0,0,,ITALIA,ITALIA 305
3474,Second Language courses for Residential College,1901-01-01,A,72,39972,ITALIAN,345,Intermed Bus Italian,N,,,,,,,,0,0,,ITALIA,ITALIA 345
3474,Second Language courses for Residential College,1901-01-01,A,87,40288,ITALIAN,346,Italian Internship,N,,,,,,,,0,0,,ITALIA,ITALIA 346
3474,Second Language courses for Residential College,1901-01-01,A,73,12902,ITALIAN,361,Adv Comprehension,N,,,,,,,,0,0,,ITALIA,ITALIA 361
3474,Second Language courses for Residential College,1901-01-01,A,88,1758,ITALIAN,374,Topics Ital Studies,N,,,,,,,,0,0,,ITALIA,ITALIA 374
3474,Second Language courses for Residential College,1901-01-01,A,89,21548,ITALIAN,425,Romanticism,N,,,,,,,,0,0,,ITALIA,ITALIA 425
3474,Second Language courses for Residential College,1901-01-01,A,90,18206,ITALIAN,430,20th C Italy,N,,,,,,,,0,0,,ITALIA,ITALIA 430
3474,Second Language courses for Residential College,1901-01-01,A,56,39912,JUDAIC,301,Adv Yiddish I,N,,,,,,,,0,0,,JUDAI,JUDAI 301
3474,Second Language courses for Residential College,1901-01-01,A,57,39711,JUDAIC,302,Advanced Yiddish II,N,,,,,,,,0,0,,JUDAI,JUDAI 302
3474,Second Language courses for Residential College,1901-01-01,A,58,20938,LACS,475,Adv Quech I,N,,,,,,,,0,0,,LAC,LAC 475
3474,Second Language courses for Residential College,1901-01-01,A,59,20970,LACS,476,Adv Quech II,N,,,,,,,,0,0,,LAC,LAC 476
3474,Second Language courses for Residential College,1901-01-01,A,10,5655,LATIN,301,Intermediate Lat,N,,,,,,,,0,0,,LATI,LATI 301
3474,Second Language courses for Residential College,1901-01-01,A,11,8607,LATIN,302,Intermed Lat,N,,,,,,,,0,0,,LATI,LATI 302
3474,Second Language courses for Residential College,1901-01-01,A,12,5656,LATIN,401,Republican Prose,N,,,,,,,,0,0,,LATI,LATI 401
3474,Second Language courses for Residential College,1901-01-01,A,13,5657,LATIN,402,Imperial Prose,N,,,,,,,,0,0,,LATI,LATI 402
3474,Second Language courses for Residential College,1901-01-01,A,14,5659,LATIN,409,Augustan Poetry,N,,,,,,,,0,0,,LATI,LATI 409
3474,Second Language courses for Residential College,1901-01-01,A,15,8608,LATIN,410,Rep-Imp Poetry,N,,,,,,,,0,0,,LATI,LATI 410
3474,Second Language courses for Residential College,1901-01-01,A,81,7907,MELANG,307,Synoptic Gospls,N,,,,,,,,0,0,,MELAN,MELAN 307
3474,Second Language courses for Residential College,1901-01-01,A,82,5397,MELANG,308,Acts Apostles,N,,,,,,,,0,0,,MELAN,MELAN 308
3474,Second Language courses for Residential College,1901-01-01,A,77,12004,POLISH,321,Third Yr Polish,N,,,,,,,,0,0,,POLIS,POLIS 321
3474,Second Language courses for Residential College,1901-01-01,A,78,12005,POLISH,322,Third Yr Polish,N,,,,,,,,0,0,,POLIS,POLIS 322
3474,Second Language courses for Residential College,1901-01-01,A,79,39512,POLISH,421,4th-Year Polish I,N,,,,,,,,0,0,,POLIS,POLIS 421
3474,Second Language courses for Residential College,1901-01-01,A,80,39513,POLISH,422,4th-Year Polish II,N,,,,,,,,0,0,,POLIS,POLIS 422
3474,Second Language courses for Residential College,1901-01-01,A,85,22227,RCASL,202,Intermediate ASL II,N,,,,,,,,0,0,,RCAS,RCAS 202
3474,Second Language courses for Residential College,1901-01-01,A,5,40863,RCLANG,296,Intens Japanese II,N,,,,,,,,0,0,,RCLAN,RCLAN 296
3474,Second Language courses for Residential College,1901-01-01,A,2,7067,RCLANG,320,French Rdgs,N,,,,,,,,0,0,,RCLAN,RCLAN 320
3474,Second Language courses for Residential College,1901-01-01,A,3,7068,RCLANG,321,German Reading,N,,,,,,,,0,0,,RCLAN,RCLAN 321
3474,Second Language courses for Residential College,1901-01-01,A,4,21200,RCLANG,323,Russ Readings,N,,,,,,,,0,0,,RCLAN,RCLAN 323
3474,Second Language courses for Residential College,1901-01-01,A,1,7069,RCLANG,324,Span Readings,N,,,,,,,,0,0,,RCLAN,RCLAN 324
3474,Second Language courses for Residential College,1901-01-01,A,53,39200,SCAND,305,Conversation,N,,,,,,,,0,0,,SCAN,SCAN 305
3474,Second Language courses for Residential College,1901-01-01,A,54,22372,SCAND,351,Business Swedish,N,,,,,,,,0,0,,SCAN,SCAN 351
3474,Second Language courses for Residential College,1901-01-01,A,55,39201,SCAND,405,Conversation,N,,,,,,,,0,0,,SCAN,SCAN 405
3474,Second Language courses for Residential College,1901-01-01,A,56,39912,YIDDISH,301,Adv Yiddish I,N,,,,,,,,0,0,,YIDDIS,YIDDIS 301
3474,Second Language courses for Residential College,1901-01-01,A,57,39711,YIDDISH,302,Advanced Yiddish II,N,,,,,,,,0,0,,YIDDIS,YIDDIS 302
