Crse Lst,Crse Lst Descr,Eff Date,Crse Lst Effective Status,Crse Seq,Course ID,Subject,Catalog Nbr,description,WildCard,Wildcard Acad Group,Wildcard Subject,Wildcard Catalog,Valid Beg,Valid End,Term Code,Term Descr,Class Assoc,Topic ID,Req Designation,subject,course
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,272,21515,ASIAN,530,Interpret Analects,N,,,,1999-09-08,,,,0,0,,ASIA,ASIA 530
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,293,4914,ASIAN,538,Sinolog Tools&Meth,N,,,,2000-09-06,,,,0,0,,ASIA,ASIA 538
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,286,5642,ASIAN,552,Medieval Jpn Prose,N,,,,1999-09-08,,,,0,0,,ASIA,ASIA 552
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,285,10044,ASIAN,555,Classical Jpn Prose,N,,,,1999-09-08,,,,0,0,,ASIA,ASIA 555
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,287,5644,ASIAN,556,Modern Japanese Lit,N,,,,1999-09-08,,,,0,0,,ASIA,ASIA 556
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,288,21315,ASIAN,557,Japan Image Culture,N,,,,1999-09-08,,,,0,0,,ASIA,ASIA 557
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,28,4906,ASIANLAN,301,3rd Yr Chinese I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 301
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,29,8084,ASIANLAN,302,3rd Yr Chinese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 302
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,30,1566,ASIANLAN,303,Intsv 3rd Yr Chinese,N,,,,,,,,0,0,,ASIANLA,ASIANLA 303
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,376,38993,ASIANLAN,304,3rd Yr Heritage Chn,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 304
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,27,4905,ASIANLAN,305,Inter Spoken Chn I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 305
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,394,39966,ASIANLAN,306,Inter Spoken Chn II,N,,,,2003-09-02,,,,0,0,,ASIANLA,ASIANLA 306
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,270,21514,ASIANLAN,307,Mandarin I,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 307
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,32,20436,ASIANLAN,308,Mandarin II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 308
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,140,5637,ASIANLAN,325,3rd Yr Japanese I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 325
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,141,8598,ASIANLAN,326,3rd Yr Japanese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 326
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,144,12466,ASIANLAN,327,Intsv 3rd Yr Jpn,N,,,,,,,,0,0,,ASIANLA,ASIANLA 327
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,364,5633,ASIANLAN,329,Adv Spoken Jpn I,N,,,,2000-09-02,,,,0,0,,ASIANLA,ASIANLA 329
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,365,16883,ASIANLAN,330,Adv Spoken Jpn II,N,,,,2000-09-02,,,,0,0,,ASIANLA,ASIANLA 330
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,355,15295,ASIANLAN,331,Read Japanese St I,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 331
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,356,15296,ASIANLAN,332,Read Japanese St II,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 332
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,152,17625,ASIANLAN,335,3rd Yr Korean I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 335
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,153,17933,ASIANLAN,336,3rd Yr Korean II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 336
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,245,13460,ASIANLAN,351,3rd Yr Sanskrit I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 351
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,352,13461,ASIANLAN,352,3rd Yr Sanskrit II,N,,,,1998-09-08,,,,0,0,,ASIANLA,ASIANLA 352
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,382,39419,ASIANLAN,401,4th Year Chinese I,N,,,,2002-09-03,,,,0,0,,ASIANLA,ASIANLA 401
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,383,39420,ASIANLAN,402,4th Year Chinese II,N,,,,2002-09-03,,,,0,0,,ASIANLA,ASIANLA 402
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,37,4908,ASIANLAN,403,Reading Chinese I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 403
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,396,39418,ASIANLAN,404,Read&Write Chn IV,N,,,,2003-09-02,,,,0,0,,ASIANLA,ASIANLA 404
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,271,21299,ASIANLAN,405,Computers&Chinese,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 405
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,31,20197,ASIANLAN,406,Business Chinese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 406
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,38,8087,ASIANLAN,407,Readings Mod Chinese,N,,,,,,,,0,0,,ASIANLA,ASIANLA 407
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,33,10343,ASIANLAN,407,Chinese Soc Sci I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 407
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,34,16428,ASIANLAN,408,Chinese Soc Sci II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 408
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,35,4907,ASIANLAN,409,Classical Chinese,N,,,,,,,,0,0,,ASIANLA,ASIANLA 409
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,395,39967,ASIANLAN,410,Chinese News,N,,,,2003-09-02,,,,0,0,,ASIANLA,ASIANLA 410
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,36,8086,ASIANLAN,410,Literary Chinese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 410
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,289,21575,ASIANLAN,411,Advanced Filipino I,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 411
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,290,21576,ASIANLAN,412,Advanced Filipino II,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 412
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,379,13458,ASIANLAN,415,Readings in Hindi I,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 415
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,380,13459,ASIANLAN,416,Readings in Hindi II,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 416
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,243,16713,ASIANLAN,417,Advanced Hindi I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 417
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,244,16910,ASIANLAN,418,Advanced Hindi II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 418
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,241,13432,ASIANLAN,419,Adv Indonesian I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 419
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,242,13433,ASIANLAN,420,Adv Indonesian II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 420
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,253,16264,ASIANLAN,421,Reading Indonesian I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 421
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,254,16265,ASIANLAN,422,Read Indonesian II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 422
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,282,21550,ASIANLAN,425,Media Japanese I,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 425
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,283,21551,ASIANLAN,426,Media Japanese II,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 426
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,142,5638,ASIANLAN,427,Reading Japanese I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 427
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,143,8599,ASIANLAN,428,Reading Japanese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 428
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,145,14276,ASIANLAN,429,Business Japanese I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 429
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,146,16884,ASIANLAN,430,Business Japanese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 430
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,150,5639,ASIANLAN,431,Japanese Soc Sci Txt,N,,,,,,,,0,0,,ASIANLA,ASIANLA 431
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,262,5641,ASIANLAN,433,Classical Japanese I,N,,,,1998-09-08,,,,0,0,,ASIANLA,ASIANLA 433
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,263,8602,ASIANLAN,434,Classical Jpanese II,N,,,,1998-09-08,,,,0,0,,ASIANLA,ASIANLA 434
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,397,8602,ASIANLAN,434,Classical Jpanese II,N,,,,2003-09-02,,,,0,0,,ASIANLA,ASIANLA 434
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,154,20484,ASIANLAN,435,Read Mod Korean I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 435
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,319,20857,ASIANLAN,436,Read Mod Korean II,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 436
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,429,41323,ASIANLAN,450,Japanese Pedagogy I,N,,,,2006-09-05,,,,0,0,,ASIANLA,ASIANLA 450
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,247,13441,ASIANLAN,455,Advanced Tamil I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 455
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,248,13442,ASIANLAN,456,Advanced Tamil II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 456
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,239,13430,ASIANLAN,461,Advanced Thai I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 461
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,240,13431,ASIANLAN,462,Advanced Thai II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 462
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,377,22059,ASIANLAN,463,Advanced Tibetan I,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 463
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,378,22060,ASIANLAN,464,Advanced Tibetan II,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 464
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,26,4830,ASIANLAN,469,Adv Class Tibetan I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 469
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,398,4830,ASIANLAN,469,Adv Class Tibetan I,N,,,,2003-09-02,,,,0,0,,ASIANLA,ASIANLA 469
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,292,4831,ASIANLAN,470,Adv Class Tibetan II,N,,,,2000-09-06,,,,0,0,,ASIANLA,ASIANLA 470
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,317,38701,ASIANLAN,471,Advanced Urdu I,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 471
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,318,38702,ASIANLAN,472,Advanced Urdu II,N,,,,2001-09-05,,,,0,0,,ASIANLA,ASIANLA 472
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,249,13452,ASIANLAN,475,Adv Vietnamese I,N,,,,,,,,0,0,,ASIANLA,ASIANLA 475
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,250,13453,ASIANLAN,476,Adv Vietnamese II,N,,,,,,,,0,0,,ASIANLA,ASIANLA 476
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,430,41681,ASIANLAN,481,Advanced Telugu I,N,,,,2006-09-05,,,,0,0,,ASIANLA,ASIANLA 481
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,431,41682,ASIANLAN,482,Advanced Telugu II,N,,,,2006-09-05,,,,0,0,,ASIANLA,ASIANLA 482
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,432,41683,ASIANLAN,485,Advanced Bengali I,N,,,,2006-09-05,,,,0,0,,ASIANLA,ASIANLA 485
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,433,41685,ASIANLAN,486,Advanced Bengali II,N,,,,2006-09-05,,,,0,0,,ASIANLA,ASIANLA 486
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,151,8600,ASIANLAN,492,Japanese Linguistics,N,,,,,,,,0,0,,ASIANLA,ASIANLA 492
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,284,5640,ASIANLAN,494,Adv Japanese Ling,N,,,,1999-09-08,,,,0,0,,ASIANLA,ASIANLA 494
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,257,17261,BA,499,Do Bus German,N,,,,1998-09-08,,,,0,0,,B,B 499
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,39,20444,CZECH,341,Third-Yr Cz,N,,,,,,,,0,0,,CZEC,CZEC 341
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,40,20445,CZECH,342,Third-Yr Cz,N,,,,,,,,0,0,,CZEC,CZEC 342
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,41,8168,DUTCH,495,Topics Dutch Lit,N,,,,,,,,0,0,,DUTC,DUTC 495
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,42,3932,EDCURINS,455,Teaching Spanish,N,,,,,,,,0,0,,EDCURIN,EDCURIN 455
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,43,3933,EDCURINS,456,Teaching French,N,,,,,,,,0,0,,EDCURIN,EDCURIN 456
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,44,1659,FRENCH,235,Adv French,N,,,,,,,,0,0,,FRENC,FRENC 235
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,45,19250,FRENCH,250,UG Sem-Fren Studies,N,,,,,,,,0,0,,FRENC,FRENC 250
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,46,19251,FRENCH,270,Lit&Culture,N,,,,,,,,0,0,,FRENC,FRENC 270
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,47,19252,FRENCH,272,Film&Culture,N,,,,,,,,0,0,,FRENC,FRENC 272
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,48,19253,FRENCH,274,Societies,N,,,,,,,,0,0,,FRENC,FRENC 274
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,49,19254,FRENCH,276,Spok&Wr Performance,N,,,,,,,,0,0,,FRENC,FRENC 276
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,50,14230,FRENCH,333,Fr Phonetics,N,,,,,,,,0,0,,FRENC,FRENC 333
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,51,5214,FRENCH,335,Composition,N,,,,,,,,0,0,,FRENC,FRENC 335
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,399,5215,FRENCH,337,Translation,N,,,,2003-09-02,,,,0,0,,FRENC,FRENC 337
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,52,5218,FRENCH,350,Topics Fr Studies,N,,,,,,,,0,0,,FRENC,FRENC 350
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,53,19257,FRENCH,362,Que&Fr Cdn Stds,N,,,,,,,,0,0,,FRENC,FRENC 362
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,54,19258,FRENCH,363,Caribbean St,N,,,,,,,,0,0,,FRENC,FRENC 363
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,55,19259,FRENCH,364,Studies-Maghreb,N,,,,,,,,0,0,,FRENC,FRENC 364
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,471,19260,FRENCH,365,Sub-Saharan,N,,,,1997-09-03,,,,0,0,,FRENC,FRENC 365
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,57,16661,FRENCH,366,Medieval Lit&Cult,N,,,,,,,,0,0,,FRENC,FRENC 366
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,58,5219,FRENCH,367,Early Modern,N,,,,,,,,0,0,,FRENC,FRENC 367
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,59,5220,FRENCH,368,18th-19th C,N,,,,,,,,0,0,,FRENC,FRENC 368
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,60,5221,FRENCH,369,Modernity,N,,,,,,,,0,0,,FRENC,FRENC 369
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,61,16444,FRENCH,370,Adv Profic Frn,N,,,,,,,,0,0,,FRENC,FRENC 370
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,472,5228,FRENCH,372,Cinema,N,,,,1997-09-03,,,,0,0,,FRENC,FRENC 372
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,358,19262,FRENCH,373,Pop Culture,N,,,,2000-09-02,,,,0,0,,FRENC,FRENC 373
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,64,5225,FRENCH,374,Fr Society,N,,,,,,,,0,0,,FRENC,FRENC 374
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,65,19263,FRENCH,375,Film&Society,N,,,,,,,,0,0,,FRENC,FRENC 375
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,359,19264,FRENCH,377,Media Studies,N,,,,2000-09-02,,,,0,0,,FRENC,FRENC 377
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,67,19265,FRENCH,378,Genre Studies,N,,,,,,,,0,0,,FRENC,FRENC 378
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,68,19266,FRENCH,379,Gender,N,,,,,,,,0,0,,FRENC,FRENC 379
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,69,10361,FRENCH,380,Intermed Bus French,N,,,,,,,,0,0,,FRENC,FRENC 380
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,400,39970,FRENCH,381,French Internship,N,,,,2003-09-02,,,,0,0,,FRENC,FRENC 381
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,70,5217,FRENCH,384,Origins Contemp,N,,,,,,,,0,0,,FRENC,FRENC 384
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,71,8286,FRENCH,385,Contemp France,N,,,,,,,,0,0,,FRENC,FRENC 385
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,72,1658,FRENCH,399,Ind Study,N,,,,,,,,0,0,,FRENC,FRENC 399
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,401,15906,FRENCH,414,Adv Business Fr,N,,,,2003-09-02,,,,0,0,,FRENC,FRENC 414
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,391,15906,FRENCH,414,Adv Business Fr,N,,,,2003-09-02,,,,0,0,,FRENC,FRENC 414
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,353,19276,FRENCH,436,Professional,N,,,,1999-09-08,,,,0,0,,FRENC,FRENC 436
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,354,19278,FRENCH,439,Writing Workshp,N,,,,1999-09-08,,,,0,0,,FRENC,FRENC 439
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,76,14236,FRENCH,450,Special Studies,N,,,,,,,,0,0,,FRENC,FRENC 450
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,77,10777,FRENCH,461,Old French Texts,N,,,,,,,,0,0,,FRENC,FRENC 461
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,320,8292,FRENCH,462,Lit in 16th Century,N,,,,2001-09-05,,,,0,0,,FRENC,FRENC 462
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,402,8292,FRENCH,462,Lit in 16th Century,N,,,,2003-09-02,,,,0,0,,FRENC,FRENC 462
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,78,5231,FRENCH,463,Lit 17th C,N,,,,,,,,0,0,,FRENC,FRENC 463
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,360,8293,FRENCH,464,Lit 18th C,N,,,,2000-09-02,,,,0,0,,FRENC,FRENC 464
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,80,15911,FRENCH,465,Lit 19th C,N,,,,,,,,0,0,,FRENC,FRENC 465
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,81,14234,FRENCH,466,Lit 20th C,N,,,,,,,,0,0,,FRENC,FRENC 466
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,434,15913,FRENCH,467,20th C Novel,N,,,,2006-09-05,,,,0,0,,FRENC,FRENC 467
179,1997 Presumption of Proficiency (1 of 2),1997-09-03,A,82,5235,FRENCH,469,Afr&Carib Lit,N,,,,,,,,0,0,,FRENC,FRENC 469
